DRUG,NDC
Quinidine Gluconate E.R.,51079002720
Quinidine Gluconate,50419010111
quiniDINE Sulfate,53489046101
Quinidine Sulfate,54873325
Quinine Sulfate,182121301
Quinine Sulfate,54868365200
quiniDINE Sulfate,54868089801
Raltegravir,6022761
Ranitidine,904526161
Ranitidine,173034447
Ranitidine,781188313
Ranitidine (Liquid),904526161
Ranitidine HCl,904526161
sevelamer CARBONATE,58468013001
Repaglinide,169008181
Rifaximin,65649030103
Rifaximin,65649030105
Rifaximin,65649030141
Rifaximin,65649030303
Rimantadine,115191101
Rimantadine,258371101
Risperidone,50458030101
Risperidone,904597361
Risperidone,50458030104
Risperidone,60505258400
Rufinamide,62856058230
Salsalate,245015401
Salsalate,52152002002
Senna,34120081
Senna,67618030011
Senna,904516561
Sertraline,904586761
Sertraline,58016066890
Sertraline,172567410
Sertraline HCl,49491041
Sevelamer,58468002001
sevelamer HYDROCHLORIDE,58468002001
Sevelamer,58468002101
sevelamer HYDROCHLORIDE,58468002101
Sirolimus,8104005
JanUVIA,6027731
sitaGLIPtin,6027731
Sitagliptin,6027731
Sodium Bicarbonate,536454410
Sodium Bicarbonate,66553000801
Spironolactone,25103134
Spironolactone,51079098020
Sulfinpyrazone,555027102
Sulfinpyrazone,555027202
SulfaSALAzine,591079601
SulfaSALAzine_,591079601
Carbamazepine,83002730
Tenofovir Disoproxil Fum.,61958040101
Tenofovir Disoproxil (Viread),61958040101
Theophylline SR,50111048303
Theophylline,50111048303
Theophylline SR,85048781
Theophylline SR,904588861
Theophylline SR,85093381
Theophylline SR,17236032410
Theophylline ,17236032410
Theophylline SR,85058481
Thiamine,10939020111
Thiamine,904054460
Thiamine,51645090501
Thiamine,182004701
Vitamin B-1,904054460
Thiamine HCl,182004789
Thiamine HCl,51079001420
Thiamine HCl,10939020111
Thioridazine HCl,51079058001
ChlorproMAZINE,51079051620
Chlorpromazine HCl,51079051620
Thyroid,456046163
Tolcapone,187093801
Topiramate,45064165
Topiramate (Topamax),45064165
Topiramate,45064265
Metoprolol,186109205
Metoprolol XL,186109205
Metoprolol XL,186109239
Metoprolol Succinate XL,186109239
Metoprolol XL (Toprol XL),186109239
Torsemide,4026501
Torsemide,53169010501
traZODONE,904399161
traZODONE,63739024610
traZODONE,60505265400
traZODONE HCl,51079042820
Trimethoprim,591557101
Ursodiol,58914078510
URSO Forte,58914078510
VALTREX,173093356
Valtrex,173093308
Valtrex,173093356
ValACYclovir,173093356
Valacyclovir,173093308
Valacyclovir,173093356
VALACYCLOVIR,173093356
*NF* Valacyclovir,173093356
Diovan,54569536200
Valsartan,78035906
Valsartan,54569536200
Valsartan,78035934
Venlafaxine,93738001
Venlafaxine,8078102
Verapamil,904292461
Verapamil,51079068320
Verapamil HCl,44182310
Hydrocodone-Acetaminophen,406035762
Hydrocodone-Acetaminophen,904344061
Hydrocodone-Acetaminophen (5mg-500mg,406035762
Voriconazole,49318030
Voriconazole,59762093002
Zyflo,68734070010
Aspirin,17714001110
aspi,17714001110
Aspirin EC,17714001110
Aspirin Desensitization (Angioedema),17714001110
Sulfame,53746027101
Sulfameth/Trimethoprim ,53746027101
Sulfameth/Trimeth SS (Self Med),53746027101
Buprenorphine-Naloxone (8mg-2mg),12496130602
Carbamazepine,83005232
Carbamazepine,51079087020
Carbamazepine Chewable Tabs,51079087020
Carvedilol,51079077120
Carvedilol,7413920
Carvedilol,54868442102
Chloroquine,143119550
*nf,51079042420
PleTAL,51079042420
Pletal,59148000235
cilo,51079042420
Pletal,51079042420
Cilostaz,51079042420
Cilostazol,51079042420
cil,51079042420
cilostazol,51079042420
Clorazepate Dipotassium,51079063420
Cyanocobalamin,182101701
Dolasetron Mesylate,88120329
Dolasetron Mesylate,88120343
Vitamin D,10432017002
Ergocalciferol,10432017002
Famotidine,64679093602
Fentanyl Citrate,63459054128
Ferrous Gluconate,904213761
Glucovance (5mg-500mg),87607411
Glyburide/Metformin (5mg-500mg),87607411
Glyburide/Metformin (5mg-500mg),172571210
GlipiZIDE XL,59762503301
Glipizide XL,591084501
Glipizide XL,49156066
GlipiZIDE XL,591084501
GlyBURI,93947753
GlyBURIDE,93947753
Glyburide,93947753
guaif,63824000840
Mucinex,63824000840
mucine,63824000840
Guaifenesin,63824000840
Mucinex DM,63824000840
guaiFENesin,63824000840
Guaifenesin ER,63824000840
Isosorbide Dinitrate ER,258361301
Isosorbide Dinitrate SA,258361301
Isosorbide Dinitrate SA,8412501
lanso,300154430
Lansoprazole,300154430
Pantoprazole,300154430
Lansoprazole Oral Disintegrating Tab,781573413
Lansoprazole Oral Disintegrating Tab,300154430
Lansoprazole Oral Disintegrating Tab,64764054411
levocar,54482014407
Levocarnitine,50383017290
Levocarnitine,54482014407
Levocarnitine,64980013009
LeVETiracetam,904600161
LeVETiracetam,50474059440
Levetiracetam,50474059140
Levetiracetam,50474059440
LeVETiracetam,51079082020
Levoxyl,52604512501
Lithium Carbonate,68968449201
Lithium Carbonate SR (Lithobid),68968449201
Lithium Carbonate SR,32449201
Lithium Carbonate SR,68968449201
Methylphenidate SR,78044205
Methylphenidate SR,83001630
Potassium Chloride,245004101
Potassium Chloride (Powder),245004101
Potassium Chloride Replacement (Oncology),245004101
Potassium Chloride ,245004101
Mycophenolate Mofetil,4026001
Mycophenolate Mofetil Suspension,4026001
Microgestin 1/20 (21),52544063028
Nystatin,65473070509
Nystatin,54569124700
Nystatin,51285053422
Nystatin,364205101
Nystatin,53489040001
Nystatin,54868349200
Ola,2445385
olan,2445385
Olanzapine,2445385
OLANZapine (Disintegrating Tablet),2445385
Olanzapine (Disintegrating Tablet),2445385
Olanzapine (Disintergrating Tablet),2445385
Zofran,173056900
Ondansetron,781526564
Ondansetron ODT,781526564
Ondansetron ODT,93730165
Ondansetron ODT,781523864
Zofran,173057000
Ondansetron ODT,781526664
Pantoprazole,68387029330
Paroxetine,29320713
Bismuth Subsalicylate Chewable,37000002104
PHENObarbital,51660078701
Phenobarbital,54870725
PHENObarbital,143145801
Phenobarbital,51660078701
Ranexa,67159011203
Ranolazine,67159011203
ranolazine,67159011203
Risperidone,50458039530
Risperidone (Disintegrating Tablet),50458060128
Risperidone (Disintegrating Tablet),50458039530
RiTONAvir,74333330
Ritonavir (Oral Solution),74333330
Salsalate,52152001902
Salsalate,89014910
Salsalate,904125061
Senna,34121030
SulfADIAzine,185075710
Sulfadiazine,51079084020
ValGANCIclovir ,4003822
Vitamin D,904582460
Azithromycin,68084027801
Azithromycin,59762306003
Atorvastatin Study Drug,54569446601
BuPROPion,173094755
Bupropion SR,173094755
Bupropion HCl,173094755
BuPROPion (Sustained Release),173094755
BuPROPion (Sustained Release),591354060
Bupropion (Sustained Release),173094755
Wellbutrin XL,173073002
Tegretol XR,83006132
Carbamazepine XR,83006130
Carbamazep,51672412401
Carbamazepine XR,83006230
Carbamazepine (Extended-Release),51672412401
Divalproex Sodium,74712611
Divalproex Sodium ER,74712611
Divalproex Sodium ER,74712613
Divalproex (EXTended Release),74712611
Divalproex (EXTended Release),51079076708
Divalproex (EXTended Release),51079076608
Divalproex Sodium ER,74382611
Excedrin Migraine,19810000790
Fluconazole,378252093
Fluconazole (Self Med),378252093
Glyburide/Metformin (2.5mg-500mg),87607311
Glucovance (2.5mg-500mg),87607311
GlipiZIDE XL,62037087130
GlipiZIDE XL,59762503101
Glipizide XL,49162030
Glipizide XL,62037087130
lamotrigine,173064255
Lithium Carbonate CR (Eskalith),54868255700
Lithium Carbonate CR,7401020
Lithium Carbonate CR (Eskalith),54002025
glucoph,172443510
Metformin,172443510
Metformin,87606313
Metformin XR,172443510
Glucophage XR,87606313
Glucophage XR,172443510
MetFORMIN XR (Glucophage XR),904579461
MetFORMIN XR (Glucophage XR),172443510
Mirtazapine,52010630
Remeron SolTab,52010630
Mycophenolate Mofetil,378447201
Mycophenolate Mofetil (Self Med),4026001
Mycophenolate Mofetil Suspension,378447201
Olanzapine,2445485
Olanzapine (Disintegrating Tablet),2445485
OLANZapine (Disintegrating Tablet),2445485
Procainamide SR,364071605
Procainamide HCl,364071605
Procainamide SR,536435805
Quetiapine extended-release,310028239
Quetiapine extended-release,310028339
Carbidopa-Levodopa CR (50-200),56052168
Carbidopa-Levodopa (10-100),51079075520
Carbidopa-Levodopa CR (25-100),56060128
Carbidopa-Levodopa CR (25-100),51079075620
Carbidopa-Levodopa (25-250),51079078320
Sinemet,51079075620
Carbidopa-Levodopa (25-100),51079075620
Carbidopa-Levodopa (25-100),904771961
SulfaSALAzine,13010201
Sulfasalazine,13010201
Sulfasalazine EC,13010201
SulfaSALAzine DR,13010201
Theophylline ER (Uniphyl),67781025101
Theophylline ER (Uniphyl),34700480
Theophylline (Time Release),34700480
Verapamil,58016050902
Verapamil SR,44182712
Verapamil SR,58016050902
Verapamil SR,172428510
Verapamil HCl,44182712
Verapamil,51079089920
Verapamil SR,51079089920
Verapamil SR,172428610
Verapamil SR,44182512
Verapamil HCl,44182512
Verapamil SR,51079086920
Verapamil SR,44182610
Verapamil SR,172428010
Verapamil HCl,44182610
Verapamil,172428010
Zyflo,10122090212
Darunavir 600mg tablet,59676056201
Glucovance (1.25mg-250mg),87607211
Glyburide/Metformin (1.25mg-250mg),172571010
Kaletra,74679922
Lopinavir-Ritonavir,74679922
PARCOPA,91334201
Parcopa,18860034201
Paxil CR,29320613
Truvada,61958070101
Emtricitabine-Tenofovir,61958070101
Emtricitabine-Tenofovir (Truvada),61958070101
Psyllium,37000002901
Psyllium Wafer,37000002901
Levothyroxine Sodium,63323024710
Levothyroxine Sodium,55390088010
Fluticasone,54327099
Fluticasone Propionate NASAL,54327099
Fluticasone Propionate Nasal,54327099
Nystatin-Triamcinolone,168008130
Eucerin,10356009004
Magnesium Sulfate,24385080701
Nystatin Ointment,168000715
Ketoconazole 2% ,50458022115
Nystatin-Triamcinolone Ointment,168008930
Nystatin-Triamcinolone Cream,168008130
Bacitracin/Polymyxin B Sulfate Opht. Oint,24208055555
Bacitracin/Polymyxin B Sulfate Opht. Oint,61570004935
Bacitracin/Polymyxin B Sulfate Opht. Oint,168027338
Eucerin,54162060002
Hydrocerin,54162060002
Miconazole Nitrate Vag Cream 2%,472073041
Nystatin Powder,3059320
Orthopedic Solution,49452080001
Fentanyl Citrate,10019003539
2,59011044225
HYDROmorphone,59011044225
Ropivacaine 0.2%,61553025409
artifi,11980002515
Artificial Tears,11980002515
Polyvinyl Alcohol,11980002515
Artificial Tears Preserv. Free,11980002515
Cyclopentolate 1%,65039605
Cyclopentolate 1%,65039602
Dorzolamide 2% Ophth. Soln.,6351936
Dorzolamide 2% Ophth. Soln.,50383023210
Dorzolamide 2% Ophth. Soln.,60505056701
Potassium Iodide,245000331
Sodium Chloride (Hypertonic),24208027715
*NF* Sodium Chloride 5% (Hypertonic),24208027715
Naphazoline 0.1% Ophth,54569265700
Naphazoline 0.1% Ophth,17478021612
Dorzolamide 2% Ophth. Soln.,6351903
Dorzolamide 2% Ophth. Soln.,6351935
Apraclonidine 0.5%,65066505
Atropine Sulfate Ophth 1%,998030305
Atropine Sulfate Ophth 1%,24208075060
Levobunolol 0.25%,24208054505
Sulfacetamide-Prednisolone Ophth. Susp.,11980002205
Dorzolamide 2%/Timolol 0.5% Ophth.,60505056802
Dorzolamide 2%/Timolol 0.5% Ophth.,50383023310
Dorzolamide 2%/Timolol 0.5% Ophth.,6362836
Dorzolamide 2%/Timolol 0.5% Ophth.,6362803
Dorzolamide 2%/Timolol 0.5% Ophth.,6362835
Voltaren,58768010002
Diclofenac Sodium,58768010002
diclofenac sodium,58768010002
Dipivefrin HCl 0.1% ,54569430700
Gentamicin Sulf. Ophth. Soln,61314063305
Gentamicin 0.3% Ophth. Soln,61314063305
Homat,998031515
Lumigan,13830304
Latanoprost,13830304
Latanoprost 0.005% Ophth. Soln.,517083001
Latanoprost 0.005% Ophth. Soln.,13830304
Latanoprost 0.005% Ophth. Soln.,24208046325
Levobunolol Hcl 0.5%,17478028712
Levobunolol 0.5%,24208050510
Dexamethasone,998061505
Dexamethasone Ophthalmic Soln 0.1%,998061505
Neomycin/Polymyxin/Dexameth Ophth Susp.,998063006
Metipranolol,24208027507
metipranolol,24208027507
Multivitamin Liquid,182074767
nap,65008515
Naphazoline-Pheniramine Ophth. Solution,65008515
Pilocarpine 1%,998020315
Pilocarpine 1%,61314020315
Pilocarpine 2%,61314020415
Pilocarpine 4%,998020615
Pilocarpine 4%,24208068615
Pilocarpine 0.5%,998020215
PrednisoLONE Acetate 1% Ophth. Susp.,61314063705
Prednisolone Acetate 1% Ophth. Susp.,11980018005
Prednisolone Acetate 1% Ophth. Susp.,61314063705
Timolol,61314022705
Timolol,6336703
timolol,61314022705
Timolol Maleate 0.5%,61314022705
Timolol Maleate 0.5%,24208032405
Timolol Maleate 0.5%,6336703
Tobramycin 0.3% Ophth Soln,65064305
tobramycin,65064305
Tobramycin Fortified Ophth. Soln.,65064305
Tropicamide 1 %,24208058564
Tropicamide 1 %,998035515
Tropicamide 0.5%,998035415
Tropicamide 0.5% Ophth Soln,17478010112
Betaxolol Hcl  0.25%,65024605
Betaxolol Ophth Susp  0.25%,65024610
Betaxolol Hcl  0.25%,65024620
Lumigan,23918703
Bimatoprost,23918703
bimatoprost,23918703
Ciprofloxacin,61314065625
Ciprofloxacin Ophth Soln,65065625
Ciprofloxacin Ophth Soln,61314065625
Ciprofloxacin 0.3% Ophth Soln,61314065625
corti,61570003310
cortis,61570003310
Neomycin-Polymyxin-HC (Otic),173019892
Neomycin-Polymyxin-,61570003310
Neomycin-Polymyxin-HC Otic Susp,574410310
Zymar,54868479700
Gentamicin,24208058060
Floxin,63395010105
Patanol,65027105
Olopatadine,65027105
olopatadine,65027105
Phenylephrine 2.5 % Ophth Soln,61314034202
Phenylephrine 2.5 % Ophth Soln,17478020012
Timolol Maleate 0.25%,6336603
Timolol Maleate 0.25%,61314022605
Timolol Maleate 0.25%,24208033005
Vancomycin 25mg/mL Ophth Soln,63323022110
Alphagan P,23917705
Brimonidine,23917705
brimonidine,23917705
Brimonidine Tartrate 0.15% Ophth.,23866505
Brimonidine Tartrate 0.15% Ophth.,23917705
Cyclopentolate 1%,24208073501
Vigamox,65401303
moxifloxacin,65401303
Pediatric Vitamins ADC,87040303
PrednisoLONE Acetate 0.12% Ophth. Susp.,11980017405
Prednisolone Acetate 0.12% Ophth. Susp.,11980017405
Travatan,65026625
Travatan Z,65026625
Travoprost,65026625
Travatan Z,54868596800
Atropine Sulfate 1%,24208075006
Atropine Sulfate Ophth 1%,998030315
Atropine Sulfate Ophth 1%,24208075006
Vi-Daylin Multivitamin Drops,74010304
Vi-Daylin Multivitamin Drops,10939086311
Advair Diskus,173069700
Fluticasone-Salmeterol,173069700
Fluticasone-Salmeterol Diskus (500/50) ,173069700
Azopt,65027510
Azopt,65027505
Brinzolamide,65027505
brinzolamide,65027510
Nitroglycerin Patch,378910493
Clonidine TTS 1 Patch,597003112
Clonidine Patch 0.1 mg/24 hr,378087199
Clonidine Patch 0.1 mg/24 hr,16590047704
Clonidine TTS 1 Patch,16590047704
Clonidine T,597003212
Clonidine TTS,597003212
Clonidine TTS 2 Patch,597003212
Clonidine Patch 0.2 mg/24 hr,378087299
Clonidine Patch 0.2 mg/24 hr,597003234
Clonidine TTS 2 Patch,597003234
Clonidine TTS 3 Patch,597003334
Clonidine Patch 0.3 mg/24 hr,597003334
Clonidine Patch 0.3 mg/24 hr,378087399
Estraderm,83232062
ESTROGEN PATCH,83232062
Estradiol,52544047108
Lidocaine 5% Patch,63481068706
Nicotine,766147010
Nicotine Patch,37205036374
Nicotine Patch,766147010
Nitroglycerin Patch,378911293
Nitroglycerin Patch,378911693
Nitroglycerin Patch,89130130
Testosterone 4 mg Patch,52544007730
Testosterone 5mg Patch,52544047030
Fentanyl Patch,781710955
Fentanyl Patch,50458003705
Fentanyl Patch,378911916
Fentanyl Patch,781711155
Fentanyl Patch,591319872
Fentanyl Patch,50458003305
Fentanyl Patch,378912198
Fentanyl Patch,378912298
Fentanyl Patch,781711255
Fentanyl Patch,50458003405
Fentanyl Patch,50458003505
Fentanyl Patch,378912398
Fentanyl Patch,781711355
Fentanyl Patch,52959058605
Nicotine,766146010
Nicotine Patch,37205036174
Nicotine Patch,135019502
Nicotine,766145010
Nicotine Patch,766145010
scopolamine base,10019055302
Scopolamine Patch,67434504
Scopolamine Patch,10019055302
Testosterone 2.5,54868370400
Testosterone 2.5mg Patch,54868370400
Testosterone 2.5mg Patch,7315518
Fentanyl Patch,781711455
Fentanyl Patch,591321472
Fentanyl Patch,50458003605
Fentanyl Patch,378912498
Estradiol,78034445
Vivelle-Dot,78034445
Mesalamine Enema,32192482
Mesalamine Enema,93688871
NEO*NASAL*Phenylephrine 0.125%,56184012105
NEO*NASAL*Phenylephrine 0.125%,24134803
Beclomethasone ,173038879
Beclomethasone Dipro. AQ (Nasal),173038879
Ethyl Chloride,386000103
Phenylephrine  0.5% Nasal Spray,24135301
Sodium Chloride Nasal,256015201
sodium chlor,256015201
Nicotine Polacrilex,766004548
Silver Nitrate,12870000102
Silver Nitrate Applicator,12870000102
NEO*PR*Acetaminophen,45802073233
Glycerin (Ped),713010213
HYDROmorphone (Dilaudid),574722406
Mesalamine (Rectal),58914050056
Anusol-HC Suppository,61570017261
Hydrocortisone Acetate Suppository,904016012
Hydrocortisone Acetate Suppository,61570017261
Acetaminophen (Childrens),472120006
Aspirin,574703412
Aspirin,574703612
Belladonna & Opium,574704512
Belladonna Alkaloids-Opium,574704512
Bisacodyl,245010450
Bisacodyl,54569189502
Bisacodyl,574705050
Bisacodyl,51079055271
Bisacodyl (Rectal),51079055271
Morphine Sulfate,245016212
Prochlorperazine,713013512
Prochlorperazine,7336203
Prochlorperazine,54569035301
Promethazine,45802075930
Promethazine HCl,713052612
Acetaminophen (Childrens),45802073232
Acetaminophen,713016512
Acetaminophen,45802073032
Acetaminophen,713016550
Acetaminophen (Rectal),713016512
Acetaminophen (Rectal),713016550
Hemorrhoidal Suppository,536138912
Mesalamine (Rectal),58914050156
Miconazole Nitrate (Combo Pack),62543001
Clotrimazole,17314940002
Clotrimazole,574010777
Clotrimazole,54814622
Dibucaine,168004631
Lacri-Lube,65041435
Lacri-Lube Oint,65041435
Acyclovir,173099394
Acyclovir Ointment 5%,64455099394
Acyclovir Ointment 5%,64455099395
Acyclovir Ointment 5%,173099394
Lidocaine,548301200
Lidocaine Jelly 2%,548301100
Lidocaine Jelly 2%,186033001
Lidocaine Jelly 2%,548301200
Lidocaine Jelly 2% (Urojet),548301100
Lidocaine Jelly 2% (Urojet),186033001
Lidocaine Jelly 2% (Urojet),548301200
Nitroglycerin Oint. 2%,168032630
Nitroglycerin Oint. 2%,54569336000
Nystatin,168005430
Nystatin Cream,168005430
Nystatin (Topical),168000715
Santyl,55045213405
Collagenase Ointment,64501015
Collagenase Ointment,55045213405
Collagenase Ointment,74231650
*NF* Collagenase Oint,55045213405
Tucks Hemorrhoidal Oint 1%,71307513
Anusol Ointment 1%,71307513
Tucks Hemorrhoidal Oint 1%,42002030001
Hydrocortisone (Rectal) 2.5% Cream,10631040701
Hydrocortisone (Rectal) 2.5% Cream,61570031311
Atropine Sulfate 1% Ophth Ointment,59390018650
Bacitracin,168002638
Bacitracin Ointment,168002638
Bacitracin Ophthalmic Oint,168002638
Bacitracin Ophthalmic oint,168002638
Mupirocin Cream 2%,54569405200
Mupirocin Cream 2%,29152725
Critic-Aid Skin Paste,11701005032
Neo*Desitin Creamy,74300000300
Neo*Desitin Creamy,74300000068
Zonalon,62436052330
econazole,168031230
Hydrocortisone Cream 1%,472032126
Hydrocortisone Cream 1%,168001531
Hydrocortisone Oint 1%,23317033128
Lacri-Lube Oint,23024001
Lacri-Lube Oint,23031207
Lidocaine 5% Ointment,168020437
Neomycin-Polymyxin-Dexameth Ophth. Oint,65063136
MetronidAZOLE Topical 1 % Gel,299382045
Metronidazole cream 1%,299382060
MetronidAZOLE Topical 1 % Gel,299382060
Miconazole 2% Cream,168014231
Miconazole 2% Cream,59390006717
Miconazole Nitrate Vaginal,62542637
Miconazole Nitrate Vaginal,472073041
Miconazole Nitrate 2% Vaginal Cream,472073041
Neomycin-Polymyxin-Bacitracin Ophth. Oint,168002738
Neomycin-Polymyxin-Bacitracin,168002738
Orabase w/ Benzocaine Paste,38341006545
Terbinafine 1% Cream,67399842
Terbinafine 1% Cream,67099012
Calcipotriene 0.005% Oint,72254006
Triamcinolone Acetonide,51672126705
Orabase Dental Paste,182504749
Analgesic Balm,168003631
Bacitracin Ointment,168001131
Bacitracin Ointment,168001135
Becaplermin Gel 0.01%,45081015
Benzoyl Peroxide Gel 10%,66043115
Blistex Lip Ointment,10157992002
Capsaicin 0.025%,536252525
Capsaicin 0.025%,54569433200
Clobetasol Propionate,472040015
Clotrimazole 1% Vaginal Crm,54569151300
Collagenase Ointment,64501030
Collagenase Ointment,74231660
Collagenase Ointment,50484052730
Carrington Dermal Wound,53303009030
Desitin,74300000068
Desonide 0.05% Cream,26556161
Lidocaine-Prilocaine,168035755
Gentamicin,168007115
Gentamicin 0.1% Cream,168007115
Gentamicin Sulfate,168007115
Gentamicin Sulfate Ophth.,17478028435
Hydrocortisone Oint 2.5%,168014630
Fluocinonide 0.05% Cream,93026215
Fluocinonide 0.05% Ointment,93026415
Fluocinonide 0.05% Cream,93026292
Fluocinonide 0.05% Ointment,93026492
Fluocinonide 0.05% Ointment,51672126403
Metronidazole 0.75%,299383528
Neomycin-Polymyxin-Bacitracin,168001231
Papain-Urea Ointment,64100001
Bacitracin-Polymyxin Ointment,168002135
Bacitracin-Polymyxin Ointment,168002131
Povidone Iodine 10% Ointment,34234019
Akwa Tears,17478006235
artificial,17478006235
Artificial Tear,17478006235
Artificial Tear Ointment,23031204
Artificial Tear Ointment,17478006235
White Petrolatum-Mineral Oil,23031204
Mupirocin Nasal Ointment 2%,29152611
Bengay,74300000533
Sulfacetamide 10% Ophth. Oint.,168007938
Clotrimazole Cream,904782231
Clotrimazole Cream,85061305
Estrogens Conjugated,46087293
Hydrocortisone Cream 2.5%,91464024
Hydrocortisone Cream 2.5%,168008031
Hydrocortisone Cream 0.5%,51672201502
Hydrocortisone Cream 0.5%,168001431
Hydrocortisone Oint 0.5%,168001631
Lidocaine Jelly 2%,17478071110
Lidocaine Jelly 2%,186033036
Sodium Fluoride (Dental Gel),126008802
Prevident Mint Gel 1.1%,126008802
Fluocinolone Acetonide 0.01% Cream,168005815
Fluocinolone 0.01% Cream,168005815
Tacrolimus,469520230
*NF* Tacrolimus 0.1% Ointment,469520230
Tobramycin-Dexamethasone Ophth Oint,65064835
Triamcinolone 0.1% Ointment,45802005535
Triamcinolone Acetonide 0.1% Ointment,45802005535
Triamcinolone 0.1% Cream,168000415
Triamcinolone Acetonide 0.1% Cream,168000415
Mupirocin Cream 2%,29152722
Mupirocin Nasal Ointment 2%,29152722
Mupirocin Ointment 2%,29152544
Diprosone,85057502
Betamethasone Dipro 0.05% Cream,168005546
Betamethasone Dipro 0.05% Cream,85057502
Betamethasone Dipro 0.05% Cream,472038045
Betamethasone Dipro 0.05% Oint,168005615
Calcipotriene 0.005% Cream,72026006
Calcipotriene 0.005% Cream,50222026006
Calcipotriene 0.005% Cream,430302015
Erythromycin,904792638
Erythromycin 0.5% Ophth Oint,168007011
Erythromycin 0.5% Ophth Oint,24208091019
Erythromycin 0.5% Ophth Oint,48102000811
Hydrocortisone Val. Cream 0.2%,72810015
Lidocaine 5% Ointment,186035003
Tretinoin 0.025% Cream,472011720
Hydrocortisone Acetate Ointment 1%,65649040130
Hydrocortisone Acetate Ointment 1%,501410507
Hydrocortisone Acetate Ointment 1%,61570031311
Clobetasol Propionate 0.05% Cream,51672125802
Clobetasol Propionate 0.05% Cream,472040030
Clobetasol Propionate 0.05% Ointment,168016230
Clobetasol Propionate 0.05% Ointment,51672125902
Clobetasol Propionate 0.05% Cream,168016230
Metronidazole Gel 0.75%-Vaginal,781707787
Metronidazole Gel 0.75%-vaginal,55326020025
Triamcinolone Acetonide 0.1% Cream,168000480
Triamcinolone 0.1% Cream,168000480
Triamcinolone Acetonide 0.1% Cream,168000680
Triamcinolone Acetonide 0.1% Ointment,472030680
Betamethasone Valerate 0.1% Ointment,472037115
Betamethasone Valerate 0.1% Cream,472037045
Betamethasone Valerate 0.1% Cream,168004046
Betamethasone Valerate 0.1% Ointment,472037145
Triamcinolone Acetonide 0.025% Cream,168000315
Triamcinolone Acetonide 0.025% Ointment,45802005435
Triamcinolone Acetonide 0.025% Cream,168000380
Triamcinolone Acetonide 0.025% Ointment,168000580
NEO*IV*Parenteral Nutrition,517391025
Factor 9 Complex,944058101
Polyvinyl Alcohol,23050601
Penicillin G K Desensitization,54868348000
Talc (Sterile),49452760002
Ampicillin Sodium,15740420
Ampicillin Sodium,781340495
Ampicillin Sodium,63323038910
Ampicillin Sodium,781940895
Ampicillin Sodium,63323039923
Epinephrine,42023012225
Epinephrine 1:1000,42023012225
Proplex T,944058101
Heparin Flush,409115170
Heparin Flush (10 units/ml),409115170
Heparin Flush (10 units/ml),74115170
Heparin Flush Port (10units/ml),409115170
Heparin Flush Port (10 units/mL),409115170
Heparin Flush ,409115170
Insulin,2861501
Neostigmine,703270403
Neostigmine,62174057751
Neostigmine,63323038310
Neostigmine,74372301
NEO*IV*Oxacillin,15797020
NEO*IV*Penicillin G Potassium,3063441
Abciximab,2714001
Reopro,2714001
Talc,49452760002
Talc (Sterile),63256020005
Tetanus-Diphtheria Toxoids-Td,54569146000
Adenosine,63323065102
Adenosine,55390006710
Adenosine,703877103
Albumin 5% (25 g),52769025105
Albumin 5% (12.5 g),52769025105
Albumin 25% (12.5 g),52769025105
Albumin 25% (12.5gm),53768002
Albumin 25% (12.5gm),52769025105
Albumin 25% (12.5gm),49669521303
Albumin 25% (12.5g / 50mL),52769025105
Albuterol,49502069703
Albuterol,487950125
Albuterol ,49502069724
Albuterol Sulfate,49502069724
Albuterol Neb Soln,487950125
Albuterol Neb Soln,49502069703
Albuterol Sulfate,487950125
Albuterol 0.083% Neb Soln,487950125
Albuterol 0.083% Neb Soln,49502069724
Albuterol Sulfate,50383074120
Albuterol 0.5%,50383074120
Albuterol 0.083% Neb Soln,50383074120
Amphotericin B,39822105505
Atropine Sulfate,10019025012
Atropine Sulfate,641032025
Aztreonam,51479004115
Benztropine Mesylate,14789030002
Beractant,74104004
Beractant,74104008
Calcitonin Salmon,78031154
Calcitonin Salmon,78031190
Calcium ,517391025
Calcium Gluconate,63323031110
Calcium Replacement (Oncology),63323031110
Calcium Replacement (Oncology),517391025
Calcium Gluconate Replacement (Critical Care and Oncology),63323031110
CefazoLIN,781345196
Cefazolin,15733912
Cefazolin,781315796
CefazoLIN,781315796
Cefepime Desensitization,60505083404
CeftriaXONE,4196401
Ceftriaxone,4196401
Ceftriaxone Sodium,4196401
CeftriaXONE,781320995
CefTAZidime,409509216
CefTAZidime,781317796
CeftazIDIME,409509216
Ceftazidime,173037835
Ceftazidime,74509216
CeftAZIDime,74509216
Cocaine HCl,54816303
Cyanocobalamin,517003125
Cyanocobalamin,63323004401
Dexamet,63323016501
Dexameth,63323016501
Dexam,63323016501
Dexamethasone,63323016501
Dexamethasone,517490125
Dexamethasone Sod Phosphate,63323016501
Dexamethasone Sod Phosphate,517490125
Doxercalciferol,58468012601
Droperidol,11098001001
Drotrecogin Alfa (Xigris),2755901
Epoprostenol Na,173051700
*NF* Ertapenem Sodium,6384371
Flumazenil,4691206
Fomepizole,62161000334
Glucagon,55390000401
Glucagon,54569473400
Glycopyrrolate,517460525
Glycopyrrolate,10019001654
haemo,49281054505
Haemophilus B Conj. Vaccine,49281054505
Haloperidol,45025501
Haloperidol,63323047401
Haloperidol,55390014710
